0,1,2,3,4,5,6,7,8,9
-0.5421706,0.057262186,0.021866037,0.32076326,-0.0075612664,-0.05334989,0.51499164,-0.40326923,-0.42406166,0.25427926
0.70246434,0.06910549,0.046674445,0.2086856,-0.13177359,0.27362433,-0.01882334,0.28081778,0.2447313,0.45155808
-0.035667006,0.025063435,0.056694716,-0.6473817,-0.34417713,0.5476842,-0.059721768,-0.06877531,-0.3051835,-0.09728338
0.32410508,-0.22644012,-0.3741033,-0.010535682,-0.065865055,0.36472365,0.65619063,-0.103256404,0.5479557,-0.21393707
0.13232917,0.36878926,0.11314698,0.21610947,-0.43610412,-0.41930634,-0.39337438,0.51294607,-0.026779305,0.273165
-0.46678102,0.14521629,0.14570324,0.51538867,-0.44586462,-0.0005118081,-0.32516134,0.07928616,-0.5317812,0.02587543
-0.08859825,0.6355985,0.14558898,0.43419564,0.03641676,-0.26201403,0.49743032,-0.11331329,-0.47309247,-0.2732466
0.13017087,0.28344905,-0.45906317,-0.15375076,-0.45343202,-0.10101794,0.34738737,0.22658962,-0.67414415,0.3551764
0.7253321,0.44666582,0.097132824,0.037163354,0.11126908,0.1802524,0.28708673,0.0377997,-0.087366134,-0.3819014
-0.3549781,-0.23238628,-0.28214374,0.00022370741,0.21388188,-0.37826556,-0.03854826,0.09632924,0.10409257,0.16037849
-0.033047907,0.07382111,0.052486263,0.6374001,-0.0016887784,-0.4716573,0.19923875,0.376815,0.0915288,-0.093665026
-0.41576287,-0.5506556,-0.58770955,0.3661151,-0.28231287,0.021764155,-0.016311705,-0.16888586,0.0066282805,-0.24843882
0.415421,-0.4335844,-0.3686289,-0.028858384,-0.38113827,-0.25048366,-0.37944198,0.05881513,0.19257978,-0.03639723
0.40200806,0.22730559,-0.29667613,0.20274164,-0.20637088,0.18369149,0.85930514,-0.089692146,-0.14499259,0.3080126
0.19075453,-0.10026759,0.22367273,0.19232948,0.32946745,0.014976823,-0.2643873,-0.5467909,0.032902204,-0.49058774
0.4933674,-0.08836427,-0.17060602,0.011627072,0.02241116,-0.7143205,0.3261835,0.029011706,0.2887346,0.19621798
-0.63871896,-0.055193797,0.12254178,-0.11088064,-0.40194196,0.4829914,0.0056275427,-0.3106449,0.048371393,0.026224997
-0.16194941,0.3463623,0.378987,0.21457121,-0.04525829,-0.098796725,-0.46142197,-0.06928828,-0.013660205,-0.27351922
-0.20084554,-0.21893592,-0.054400176,0.21820387,-0.5127954,-0.038767416,-0.3967116,0.25185406,0.5414218,-0.109171875
-0.053102396,0.503203,-0.27905384,0.33771476,-0.14026158,-0.3110755,0.8252237,-0.08375095,0.013292931,-0.01242526
0.6142145,0.13846007,0.019537842,-0.343877,-0.52248424,0.4048226,0.06751652,0.29033944,-0.36535296,0.11718891
-0.42826992,-0.31376714,0.22457094,-0.2366742,-0.09391041,-0.27800542,0.30105007,-0.0626456,-0.7370325,-0.056341324
0.18924227,0.48839462,0.019549817,0.25816202,-0.10527773,0.1024551,0.30303007,-0.0685868,0.697454,0.4987858
0.23668772,0.24491417,0.07523094,-0.107286856,-0.78640723,0.41007003,0.4804203,0.17517951,-0.024743646,-0.0345735
-0.053346973,0.02132239,0.29201797,-0.08906933,-0.21543314,-0.71762735,0.3833635,0.0214063,-0.23764999,-0.30832556
0.18356836,0.48923683,0.40540266,0.0102063995,0.3093857,0.24895044,0.3075871,0.35615703,0.29682943,0.14838196
0.20160866,0.25389275,-0.30530596,0.49389327,0.14733443,0.114964806,-0.08204964,-0.13187446,0.58393395,-0.24648127
-0.0806136,-0.0945514,0.24549523,-0.42018872,0.3267619,0.28414494,-0.07549748,0.5822792,-0.0136909885,0.39442244
-0.26472992,-0.027251631,-0.07354522,-0.11416376,0.12686703,0.33973783,0.1922963,-0.35775316,0.14966132,0.46616232
0.032399505,0.47889024,0.23367848,0.31843063,-0.21989587,-0.01827149,0.030576117,0.009604681,-0.5639417,-0.13275295
0.03195325,-0.12460607,0.10682929,-0.41704106,-0.32525802,-0.23076531,0.34025878,-0.3398698,-0.69535863,0.3075253
0.06773878,-0.21965651,-0.6236082,-0.36175787,-0.059769813,-0.11860056,0.16333319,-0.3252949,-0.08822586,-0.5079729
-0.32290572,0.7330112,0.17134963,-0.0752688,0.24400076,0.16105701,0.53286505,0.103639886,0.3311155,0.16978408
0.6751087,0.03439613,-0.2667036,-0.24254541,0.13324061,-0.567895,0.19886795,-0.014599878,0.16371427,0.038505252
0.07545137,-0.5133488,-0.6205355,-0.21859258,-0.07261549,-0.22396992,0.18906407,0.13999775,0.17879434,-0.480206
-0.06297232,0.3025369,0.46828717,-0.12500629,-0.49752516,0.22137803,0.16655041,-0.7668487,0.06921152,-0.06466736
0.0102795195,-0.11754617,0.07536448,-0.20856112,0.013904937,-0.003503997,0.9512225,0.17519215,0.21963589,-0.46132347
0.18428311,0.4103555,0.55761325,-0.11696309,0.16915056,0.22511594,0.27523187,0.3385244,-0.15104936,-0.09192623
-0.06556405,0.40194046,0.527068,0.40300453,0.13124323,0.1706647,-0.27466488,0.16696708,-0.011060161,-0.1399728
0.13477111,-0.01328636,0.535571,0.47981554,-0.105699934,0.2143411,-0.15546967,0.08183971,-0.49390534,-0.3045455
-0.21008494,-0.19068985,-0.05031415,0.009331113,0.74017674,0.015121672,-0.13034846,0.16299896,0.02525268,0.121305734
-0.13783893,0.26245764,-0.081298195,0.15517426,-0.4791833,0.27792686,0.35786694,-0.09266353,0.7897767,-0.4201832
