0,1,2,3,4,5,6,7,8,9
0.08161938,0.03601584,-0.15252678,0.016178632,-0.14634325,0.110933095,-0.06760868,-0.03894669,0.090086795,0.09638417
-0.025177116,0.024059232,-0.062006697,0.03366253,-0.14012676,0.008982935,-0.045785,-0.013090846,0.06655429,-0.013746661
0.017616415,-0.021316929,-0.07148294,-0.005205915,-0.1413138,0.006311906,-0.039988674,-0.004233171,0.12061782,0.0050573535
-0.021228354,-0.07386617,0.044488277,0.08765689,-0.19645435,-0.0119115,-0.11168029,-0.11422035,0.12817562,-0.098358236
-0.02976361,0.046135515,0.02249648,-0.011463615,-0.10226391,-0.00994278,-0.08577689,0.07453564,0.10085706,0.07082402
-0.012896633,0.0330441,-0.08065178,0.027832296,-0.13792035,0.008563619,-0.03532281,-0.012549461,0.07192998,-0.013655065
-0.050878294,0.1836945,-0.061046794,0.031062376,-0.17726828,0.12331976,-0.13289267,-0.07065858,0.13728195,-0.020931348
-0.12180608,-0.063132174,-0.15603186,-0.09776837,-0.040964883,0.074466005,0.062535375,0.11954014,0.10991973,-0.024543783
-0.033258762,0.013493273,-0.021014938,-0.06083592,-0.13182555,-0.06711544,0.03778967,0.0015908013,0.11194781,-0.15392938
-0.06242084,0.06657198,-0.035288416,0.018745188,-0.07387763,-0.10694264,-0.15817787,-0.06510892,0.19200787,0.05332655
-0.123714976,-0.02147461,0.020810904,0.040015034,-0.18825907,-0.07703076,-0.0068895076,-0.13049361,-0.0050429665,0.19726764
-0.015116986,0.014732188,-0.057234894,0.031026209,-0.13680275,-0.009199893,-0.061309595,-0.034442134,0.06624269,-0.033961486
-0.004840638,0.06673838,-0.14020841,0.07793344,-0.1306828,-0.0046699746,-0.09602319,0.03381398,0.05638653,0.0015806432
-0.01155651,0.031047756,-0.07073009,0.026947724,-0.14269221,0.010109029,-0.031914633,-0.013044102,0.07404326,-0.017358024
-0.16290225,0.0006576882,-0.047071777,0.05348813,-0.06468435,0.016514964,-0.039602146,0.067697026,0.099332444,0.060837664
-0.09769738,-0.04556731,-0.13541858,-0.029136708,-0.13973655,-0.08666151,-0.03994851,0.1176664,0.11346326,-0.004019989
-0.07709481,-0.01069763,-0.015824284,0.07255645,-0.12909621,0.007387362,0.0127214035,-0.0036983753,0.056178838,-0.033145472
-0.016237643,0.027587667,-0.072213635,0.033551678,-0.14353505,0.01253987,-0.03904396,-0.008527896,0.071574405,-0.012927508
-0.017840458,0.027637385,-0.07228068,0.03199323,-0.14321269,0.011470066,-0.037855927,-0.007963797,0.06994118,-0.013617563
-0.015835479,0.027333917,-0.0727403,0.033643063,-0.14330567,0.012283072,-0.03856816,-0.008418596,0.072764225,-0.0127868205
0.0031263866,-0.010613749,-0.14124908,0.029905487,-0.19163613,-0.05904281,-0.017433437,-0.07465059,-0.05202899,0.009165902
0.045471825,0.08091998,-0.09653177,-0.009764953,-0.14494026,-0.03535816,-0.04641056,0.13232163,0.04650183,0.050065063
-0.058694705,0.02802987,-0.15166251,0.017375289,-0.11743838,0.018387446,-0.1071659,0.009585413,0.069858626,-0.006493994
0.023338834,-0.10665689,-0.28190506,-0.08324123,-0.11522376,-0.04987284,-0.07741862,-0.08570423,0.08343731,0.0021505645
-0.016498093,0.026921248,-0.07144514,0.0333646,-0.14303121,0.013179383,-0.039005324,-0.008361044,0.072571486,-0.012221457
-0.07067026,0.014326013,-0.06483822,-0.06450527,0.03502031,-0.075845286,0.061542038,0.03707396,0.029458173,0.10094454
-0.043055426,0.08919862,-0.14593428,0.028248439,-0.09648554,0.01768017,-0.034183823,-0.032519776,0.06351941,-0.0042375717
-0.13607483,-0.10110845,-0.07211153,0.030207802,0.013503849,-0.0579243,-0.08195057,-0.06633488,0.09281247,-0.16671737
0.12982386,0.04065189,0.041554116,0.11857994,-0.039295096,0.11604652,-0.06546101,0.005808935,0.16136502,-0.110665396
-0.027885463,0.03023442,-0.06693298,0.028729958,-0.14197677,0.0063888645,-0.031349592,-0.02702101,0.07007179,-0.022574164
-0.023305405,0.020349802,-0.078002475,0.033295225,-0.14334865,0.01288901,-0.040283885,-0.0066024875,0.072629355,-0.011512741
-0.089614004,0.043605573,-0.037935503,0.12495996,-0.0556572,0.13732558,0.025739888,-0.026142973,0.1922067,0.00013002033
-0.08633988,0.0692246,-0.05502786,0.031745967,-0.1123814,0.00021554,0.0060508023,0.030677617,0.061151966,0.017915113
0.005513609,-0.004757381,-0.066697896,0.038222507,-0.15524708,-0.005645749,-0.05603024,-0.028955692,0.11035066,-0.01311313
-0.060109437,-0.0049791806,-0.20888647,0.11581431,-0.11462915,0.006726303,-0.021666117,0.0023192745,0.046515543,-0.021652458
0.025335325,0.016532732,-0.051450934,0.027331207,-0.22069474,0.020545274,-0.004317671,0.013347366,0.07176508,-0.064031675
-0.021564102,0.022987654,-0.110403195,0.04807876,-0.14721678,0.023876503,-0.04019119,-0.0051160636,0.07974395,-0.013622443
0.012305846,0.004655526,-0.109072365,0.10627548,-0.16080661,-0.01837605,-0.0782009,-0.01250248,0.09717219,0.01736448
-0.08293071,0.015246379,-0.07002089,0.07973261,-0.13342968,0.017083537,-0.06959838,0.06259824,0.14405474,-0.041081052
-0.022671366,0.02535834,-0.0692772,0.030379592,-0.14264016,0.011399328,-0.032443523,-0.0154744545,0.072272256,-0.00558054
-0.0123113375,0.022282379,-0.06864869,0.026879782,-0.14456812,0.013596781,-0.048280396,0.0062869755,0.053582456,-0.02766461
-0.029114522,-0.043661565,-0.1416803,0.124805674,-0.20159367,-0.10053249,-0.013643647,-0.02852365,0.13627124,-0.021411434
-0.00850897,-0.05729285,-0.08005402,0.025508791,-0.23914236,0.21991658,-0.13779171,-0.057261035,0.011426433,-0.017369876
-0.020554142,-0.024077592,0.040374283,0.04547456,-0.17490524,-0.108462736,-0.16978963,0.16684772,0.1889924,-0.06785313
-0.022390878,0.00940891,-0.08480135,0.053258326,-0.14644805,0.013465396,-0.037955087,-0.005270206,0.06897979,-0.013531718
0.041083258,0.049322985,-0.13491897,0.05216513,-0.28902012,-0.0032233875,0.027171142,-0.0038548515,0.13474849,-0.060893144
-0.17240106,-0.07975974,-0.09666724,0.11788049,-0.08316271,-0.13494371,0.1293225,-0.092062026,0.07943204,-0.037355457
-0.01626743,0.027878689,-0.07225196,0.033659216,-0.14350182,0.012458149,-0.038925532,-0.008615069,0.071651325,-0.012738484
-0.022271486,0.11373923,-0.05180793,0.088472076,-0.14125435,0.046566166,0.011412797,-0.0037330547,0.08164549,-0.049018994
0.10583413,0.0029063965,-0.031066144,0.12474168,-0.14608535,-0.0010104405,0.06273532,0.023742868,0.04289812,-0.22667156
-0.061275966,-0.021509806,-0.09068322,0.14170249,-0.14137715,0.13382158,-0.0005066473,-0.13050362,0.11452331,0.17981097
-0.037019502,0.07163334,-0.071979575,0.019900255,-0.15883635,0.019730365,-0.11659101,-0.07385727,0.03231444,-0.12146747
-0.043537732,0.13522124,-0.14521883,0.18203385,-0.20027643,-0.05694326,-0.07759272,-0.028091522,-0.06472579,-0.06761214
-0.009384179,0.059204563,-0.22770654,0.14707063,-0.08113059,-0.028226953,0.07019013,-0.079164445,0.0359309,-0.011253883
-0.01631378,0.025585439,-0.07287109,0.033403754,-0.14321187,0.011424684,-0.038953453,-0.008719007,0.07262018,-0.0142799085
-0.012549204,0.027081471,-0.06819309,0.032576095,-0.14358352,0.010424337,-0.039003212,-0.008085437,0.07565339,-0.014071556
0.0389798,0.18360487,-0.10784184,0.018627496,-0.10531887,-0.1127148,0.08137119,-0.027626967,0.097202525,0.17468822
-2.9471752e-05,0.03403878,-0.06677472,0.049746875,-0.14075403,0.021303404,-0.027556462,-0.033458915,0.08619763,-0.015309441
0.16482963,0.14815164,-0.13336444,0.028369963,-0.14515586,-0.06397338,-0.048495453,0.03503086,0.20884117,-0.0050785844
0.16713926,-0.045574192,-0.17769036,0.06205207,-0.2505617,0.051460214,-0.08623977,-0.12808764,-0.009342619,0.033980988
-0.01751487,0.02434868,-0.073563725,0.032958947,-0.14358051,0.011846356,-0.037620414,-0.008819574,0.06963625,-0.009569529
-0.054847114,0.08835893,-0.065632045,0.061904058,-0.17605737,0.007107005,-0.082964815,-0.052112654,0.029027645,-0.08403113
-0.01737325,-0.008342088,-0.078842975,0.00936147,-0.19863112,0.031425983,0.011694596,-0.10099038,0.085308224,0.02686272
0.09538926,-0.09641893,-0.12658167,0.06412197,-0.16183649,0.022756938,-0.005500291,0.069676876,0.012879838,0.112735935
0.0412486,-0.03762945,-0.19486463,-0.008224257,-0.11188343,-0.042518713,-0.1676997,-0.07266831,-0.005529505,0.023085829
-0.014659478,0.035149567,-0.10299002,-0.064434014,-0.13980125,0.049481906,-0.047899053,-0.026833175,0.024201833,0.011044324
-0.015739657,0.027193338,-0.071447775,0.03419674,-0.14097026,0.013581131,-0.04086502,-0.0108269965,0.07133732,-0.010776482
0.14355153,0.08504132,-0.022916531,0.14212362,-0.23230465,-0.06417885,0.06779169,-0.0016658489,0.028606875,-0.16529703
-0.017536867,0.06618472,-0.017325535,0.19930306,-0.23327838,0.08351139,0.0028609901,0.045052752,-0.036172178,0.04249435
-0.019280437,0.10179356,-0.08817129,0.036971077,-0.16176826,0.068989895,0.010505031,0.0629791,0.026862731,-0.028358143
-0.050672133,-0.11269813,-0.09181512,-0.045940127,-0.13699077,0.0524294,0.087966695,0.12885372,0.08089081,0.120955326
0.02081267,0.07197495,-0.1827192,-0.032965176,-0.12295653,0.03019229,-0.07673943,-0.12201144,0.12736467,-0.018682495
-0.026156085,0.064725906,-0.007423993,-0.02921719,-0.12904407,-0.031189602,-0.046663694,0.07909804,0.07598334,-0.018621378
-0.0106328335,0.025221186,-0.07861262,0.054507133,-0.1390856,0.03375028,-0.025841594,-0.046876423,0.05962418,-0.005538149
0.015136898,-0.012697379,0.012634716,0.13468078,-0.21909541,0.11048501,-0.027356407,-0.18195458,-0.07476594,-0.028047668
-0.03444769,0.039535683,-0.046285532,-0.00033653248,-0.16217582,-0.019732615,0.0069467044,0.051727306,0.009863406,-0.015804408
-0.012158269,0.08806646,-0.20125224,0.086445235,-0.16926178,0.06898391,-0.08929719,-0.04265864,0.035286017,-0.053712368
-0.0105438605,0.023764094,-0.06094546,0.039827477,-0.14693701,0.019236168,-0.039124638,-0.011371901,0.07176565,-0.012707846
-0.0261468,0.07226341,-0.06973135,0.049800284,-0.15557444,-0.064719595,-0.04415658,0.0012873136,0.106036745,-0.009687044
0.052190937,0.101880185,-0.03245653,-0.04134835,-0.16306622,0.07600056,-0.19613257,0.049112406,0.07460949,-0.042487994
-0.057934098,0.20720828,-0.13593659,0.052264296,-0.12072522,0.13131797,0.0077249557,0.19673727,0.15043229,-0.0497028
-0.043203197,-0.05551753,-0.12775724,0.04245096,-0.101463445,-0.025473494,-0.010124439,-0.044690724,0.07789005,-0.052091278
-0.076106265,0.081488065,-0.07278074,0.032139026,-0.08347103,0.09354998,-0.09388987,-0.06087802,0.0885219,0.08153332
-0.01749194,0.03638577,-0.072091416,0.03409776,-0.12942687,0.02556558,-0.04487344,-0.021465452,0.08609028,-0.011086491
-0.01304368,-0.028629823,-0.08662737,0.09539352,-0.14836325,0.04378028,-0.10436402,0.008320858,0.02821732,-0.063823074
0.0019072848,0.06151978,-0.10783524,0.09933945,-0.14853701,0.037061803,-0.060596723,-0.0063363854,0.07976319,-0.004042923
0.007313594,-0.036561742,-0.09616834,0.04998116,-0.1166612,-0.055780213,-0.033427816,-0.042733837,0.06586221,-0.04016679
